Address,City and ZIP,SF,City,ZIP,yearly_price_per_SF,year_built,full_address,latitude,longitude,weighted_avg_income,nearest_distance
1 Maspeth Ave,"Brooklyn, NY, 11211"," 12,583 ","Brooklyn, ",11211, 0 ,2020,"1 Maspeth Ave Brooklyn, NY, 11211",40.7149953,-73.942585,88.97674418604652,1464.6303207554972
28 Herbert St,"Brooklyn, NY, 11222","4,465 ","Brooklyn, ",11222, 0 ,2024,"28 Herbert St Brooklyn, NY, 11222",40.7194159,-73.9440107,96.09931212381771,1406.953700207624
271 Madison Ave,"New York, NY, 10016"," 10,460 ","New York, ",10016, 0 ,1927,"271 Madison Ave New York, NY, 10016",40.7511803,-73.9802959,121.98438008460788,435.30185847238783
101 Lincoln Ave,"Bronx, NY, 10454"," 11,970 ","Bronx, ",10454, 0 ,2023,"101 Lincoln Ave Bronx, NY, 10454",40.807710900000004,-73.9301910013616,37.8116395494368,4789.406540649128
252 E 84TH St,"New York, NY, 10028"," 11,396 ","New York, ",10028, 0 ,1915,"252 E 84TH St New York, NY, 10028",40.7765944,-73.9530343,133.73430353430354,1032.2126235429153
427 Broome St,"New York, NY, 10013"," 10,100 ","New York, ",10013, 0 ,1874,"427 Broome St New York, NY, 10013",40.721289,-73.998943,122.22905027932961,416.81060256702114
21 Greene St,"New York, NY, 10013"," 5,300 ","New York, ",10013, 0 ,1888,"21 Greene St New York, NY, 10013",40.7211238,-74.0027515,122.22905027932961,530.5201868362907
295 5th Ave,"New York, NY, 10016"," 21,093 ","New York, ",10016, 0 ,1920,"295 5th Ave New York, NY, 10016",40.7460385,-73.9860891,121.98438008460788,467.1915816843805
1856 Park Ave,"New York, NY, 10035"," 21,800 ","New York, ",10035, 0 ,2023,"1856 Park Ave New York, NY, 10035",40.80623977777778,-73.93829600000001,54.232118758434545,4269.128282139806
1450 Rockaway Pky,"Brooklyn, NY, 11236","8,400 ","Brooklyn, ",11236, 0 ,1982,"1450 Rockaway Pky Brooklyn, NY, 11236",40.64557712244898,-73.90294718367348,55.48652173913043,7762.913001410056
3161 Amboy Rd,"Staten Island, NY, 10306"," 18,363 ","Staten Island, ",10306, 0 ,1964,"3161 Amboy Rd Staten Island, NY, 10306",40.5638151,-74.13257,78.23076923076923,18798.949683031413
500 Broadway,"New York, NY, 10012"," 8,200 ","New York, ",10012, 0 ,1900,"500 Broadway New York, NY, 10012",40.7220396,-73.99926791476827,124.96935201401051,333.22004789776196
515 9th Ave,"New York, NY, 10018","4,000 ","New York, ",10018, 0 ,2014,"515 9th Ave New York, NY, 10018",40.7565827,-73.9944985,123.03506097560975,1049.814377627906
35 Commercial St,"Brooklyn, NY, 11222","4,377 ","Brooklyn, ",11222, 0 ,2023,"35 Commercial St Brooklyn, NY, 11222",40.7369123,-73.95843894365672,96.09931212381771,2367.2743466032093
718 Broadway,"New York, NY, 10003"," 12,500 ","New York, ",10003, 0 ,1908,"718 Broadway New York, NY, 10003",40.72897155,-73.99337629714833,128.99104143337067,654.9002445266149
108 Downing St,"Brooklyn, NY, 11238"," 6,025 ","Brooklyn, ",11238, 0 ,2022,"108 Downing St Brooklyn, NY, 11238",40.682635673469385,-73.96079571428571,100.10738255033557,1509.6011988599528
610 Columbus Ave,"New York, NY, 10024"," 4,600 ","New York, ",10024, 0 ,1986,"610 Columbus Ave New York, NY, 10024",40.7889288,-73.9706329,135.7425605536332,1805.4018995028778
5901 Flatlands Ave,"Brooklyn, NY, 11234"," 17,078 ","Brooklyn, ",11234, 0 ,2019,"5901 Flatlands Ave Brooklyn, NY, 11234",40.631614,-73.919492,73.0263720598717,7784.440245314169
214 W 29th St,"New York, NY, 10001"," 9,331 ","New York, ",10001, 0 ,1929,"214 W 29th St New York, NY, 10001",40.7481402,-73.9938579,115.71375233354075,756.4550979119948
2246 3rd Ave,"New York, NY, 10035"," 17,500 ","New York, ",10035, 0 ,1928,"2246 3rd Ave New York, NY, 10035",40.8019416,-73.9373235,54.232118758434545,3916.276109317452
130 W 46th St,"New York, NY, 10036"," 6,893 ","New York, ",10036, 0 ,1912,"130 W 46th St New York, NY, 10036",40.75778325,-73.98377644146242,104.8456755228943,640.8605450198768
42 W 125th St,"New York, NY, 10027"," 4,500 ","New York, ",10027, 0 ,2012,"42 W 125th St New York, NY, 10027",40.806919416666666,-73.94367991666667,66.99653045489592,4120.5859521374305
470 Flushing Ave,"Brooklyn, NY, 11205"," 13,800 ","Brooklyn, ",11205, 0 ,1931,"470 Flushing Ave Brooklyn, NY, 11205",40.69890465,-73.95566915593513,78.3301282051282,1890.728273623108
451 West St,"New York, NY, 10014"," 32,943 ","New York, ",10014, 0 ,1926,"451 West St New York, NY, 10014",40.7367068,-74.0096799,141.12771890686003,612.0779036466358
1679 Pitkin Ave,"Brooklyn, NY, 11212","9,000 ","Brooklyn, ",11212, 0 ,1930,"1679 Pitkin Ave Brooklyn, NY, 11212",40.6698009,-73.91131085,41.45540032240731,5922.763471534549
713 Madison Ave,"New York, NY, 10065"," 8,943 ","New York, ",10065, 0 ,1900,"713 Madison Ave New York, NY, 10065",40.76611965,-73.96919684625507,137.905672823219,896.2112992370623
100 Park Ave,"New York, NY, 10017"," 11,112 ","New York, ",10017, 0 ,1949,"100 Park Ave New York, NY, 10017",40.751338450000006,-73.97900047190298,133.82326820603907,371.40489090567377
150 Broadway,"New York, NY, 10038"," 24,800 ","New York, ",10038, 0 ,1924,"150 Broadway New York, NY, 10038",40.70920665,-74.01004770783898,106.70618120237087,285.3822705077719
545 Broadway,"Brooklyn, NY, 11206"," 37,805 ","Brooklyn, ",11206, 0 ,1931,"545 Broadway Brooklyn, NY, 11206",40.7049964,-73.949155,54.42232237539767,1488.9721408956375
15 N 15th St,"Brooklyn, NY, 11222","8,631 ","Brooklyn, ",11222, 0 ,1950,"15 N 15th St Brooklyn, NY, 11222",40.7247568,-73.9567797,96.09931212381771,1047.8893871189384
3063 Cropsey Ave,"Brooklyn, NY, 11224"," 6,400 ","Brooklyn, ",11224, 0 ,2008,"3063 Cropsey Ave Brooklyn, NY, 11224",40.58009193939394,-73.9853966969697,52.71917808219178,11730.839453065108
601 Eighth Ave,"New York, NY, 10018","8,100 ","New York, ",10018, 0 ,1935,"601 Eighth Ave New York, NY, 10018",42.7143168,-73.71184280966837,123.03506097560975,205722.71398359086
412 Broadway,"New York, NY, 10013"," 18,000 ","New York, ",10013, 0 ,1920,"412 Broadway New York, NY, 10013",40.7190273,-74.0020158,122.22905027932961,710.0497225837679
157 Franklin St,"New York, NY, 10013"," 8,500 ","New York, ",10013, 0 ,1882,"157 Franklin St New York, NY, 10013",40.73180375,-73.95812723068943,122.22905027932961,1802.9848714670723
288 Fifth Ave,"New York, NY, 10001","4,000 ","New York, ",10001, 0 ,1910,"288 Fifth Ave New York, NY, 10001",41.10247244826962,-72.36606524839962,115.71375233354075,125817.75859381142
999 3rd Ave,"New York, NY, 10022"," 17,530 ","New York, ",10022, 0 ,2004,"999 3rd Ave New York, NY, 10022",40.6538738,-74.007695,142.5141065830721,4314.200031018496
1 Willoughby Sq,"Brooklyn, NY, 11201"," 13,000 ","Brooklyn, ",11201, 0 ,2021,"1 Willoughby Sq Brooklyn, NY, 11201",40.6972833,-73.931537,133.02087503574492,3145.2669605492833
645 W 57th St,"New York, NY, 10019","6,864 ","New York, ",10019, 0 ,2016,"645 W 57th St New York, NY, 10019",40.7713086,-73.9932945,119.98522167487685,989.3669477125997
15 W 96th St,"New York, NY, 10025"," 14,419 ","New York, ",10025, 0 ,2024,"15 W 96th St New York, NY, 10025",40.792044499999996,-73.96536708333333,104.62573374031463,2076.7581181889004
485 Lexington Ave,"New York, NY, 10017"," 13,138 ","New York, ",10017, 0 ,1956,"485 Lexington Ave New York, NY, 10017",40.75409625,-73.97363014402868,133.82326820603907,333.20635220084574
1921 Atlantic Ave,"Brooklyn, NY, 11233"," 13,450 ","Brooklyn, ",11233, 0 ,2022,"1921 Atlantic Ave Brooklyn, NY, 11233",40.67689071428571,-73.92406057142857,53.553238546603474,4679.9357374179335
250 E 53rd St,"New York, NY, 10022"," 4,945 ","New York, ",10022, 0 ,2006,"250 E 53rd St New York, NY, 10022",40.7566828,-73.96761647584906,142.5141065830721,872.6440773988354
1504 Coney Island Ave,"Brooklyn, NY, 11230"," 90,203 ","Brooklyn, ",11230, 0 ,2024,"1504 Coney Island Ave Brooklyn, NY, 11230",40.620522199999996,-73.96467851360981,66.57185710389965,7315.809876633148
2700 Atlantic Ave,"Brooklyn, NY, 11207"," 30,000 ","Brooklyn, ",11207, 0 ,2024,"2700 Atlantic Ave Brooklyn, NY, 11207",40.67596,-73.893798,44.80173423951254,6814.692239816989
565 Broome St,"New York, NY, 10013"," 24,497 ","New York, ",10013, 0 ,2019,"565 Broome St New York, NY, 10013",40.72424851612903,-74.00535712903226,122.22905027932961,531.434970828599
25 Broad St,"New York, NY, 10004"," 13,475 ","New York, ",10004, 0 ,1900,"25 Broad St New York, NY, 10004",40.7058026,-74.01047569015998,152.06034482758622,643.7415685858341
667 Madison Ave,"New York, NY, 10065"," 4,219 ","New York, ",10065, 0 ,1987,"667 Madison Ave New York, NY, 10065",40.7645897,-73.9704618,137.905672823219,1096.0343873868273
455 Fifth Ave,"Brooklyn, NY, 11215"," 5,871 ","Brooklyn, ",11215, 0 ,1920,"455 Fifth Ave Brooklyn, NY, 11215",40.651623,-74.00175317725922,119.79633587786259,4264.303163973488
151 W 42nd St,"New York, NY, 10036"," 32,657 ","New York, ",10036, 0 ,1999,"151 W 42nd St New York, NY, 10036",40.75540359183673,-73.98522536734694,104.8456755228943,577.36258057553
627 11th Ave,"New York, NY, 10036","20,000 ","New York, ",10036, 0 ,1955,"627 11th Ave New York, NY, 10036",40.7637759,-73.9963845,104.8456755228943,1706.7246099349177
120 5th Ave,"Brooklyn, NY, 11217"," 26,400 ","Brooklyn, ",11217, 0 ,2024,"120 5th Ave Brooklyn, NY, 11217",40.6794197,-73.97895963298807,114.30954676952749,687.9164183258491
950 Kings Highway,"Brooklyn, NY, 11223"," 34,600 ","Brooklyn, ",11223, 0 ,1950,"950 Kings Highway Brooklyn, NY, 11223",40.60701356097561,-73.9626266097561,59.43048526347127,8824.811784864662
54 W 31st St,"New York, NY, 10001","9,100 ","New York, ",10001, 0 ,1910,"54 W 31st St New York, NY, 10001",40.7475728,-73.9888643316651,115.71375233354075,418.24199692217763
150 Greaves Ln,"Staten Island, NY, 10308"," 69,252 ","Staten Island, ",10308, 0 ,2001,"150 Greaves Ln Staten Island, NY, 10308",40.5541389,-74.1431695,86.46830985915493,20195.815689101943
179 Grand St,"New York, NY, 10013","6,300 ","New York, ",10013, 0 ,1920,"179 Grand St New York, NY, 10013",40.7194167,-73.9979338,122.22905027932961,632.7911463447282
188 9th Ave,"New York, NY, 10011"," 8,970 ","New York, ",10011, 0 ,1985,"188 9th Ave New York, NY, 10011",40.7455555,-74.0017516,136.63649222065064,577.4045262391077
40 W 22nd St,"New York, NY, 10010"," 6,630 ","New York, ",10010, 0 ,1909,"40 W 22nd St New York, NY, 10010",40.74158515,-73.99230303606134,130.9073262366938,1111.9343349928743
37 Union Sq W,"New York, NY, 10003","8,400 ","New York, ",10003, 0 ,1921,"37 Union Sq W New York, NY, 10003",40.737003200000004,-73.99084639075846,128.99104143337067,1318.6483859065522
519 Madison Ave,"New York, NY, 10022"," 8,092 ","New York, ",10022, 0 ,1948,"519 Madison Ave New York, NY, 10022",40.7598702,-73.97379062974935,142.5141065830721,675.8763334299484
60 E 9th St,"New York, NY, 10003"," 32,379 ","New York, ",10003, 0 ,1954,"60 E 9th St New York, NY, 10003",40.7313981,-73.9927297,128.99104143337067,890.5903394212793
452 Fulton St,"Brooklyn, NY, 11201"," 24,602 ","Brooklyn, ",11201, 0 ,1925,"452 Fulton St Brooklyn, NY, 11201",40.69040533333333,-73.98494783333334,133.02087503574492,780.2610615124378
773 Neptune Ave,"Brooklyn, NY, 11224"," 74,904 ","Brooklyn, ",11224, 0 ,2025,"773 Neptune Ave Brooklyn, NY, 11224",40.57993441414141,-73.97595815151514,52.71917808219178,11734.208300284348
6900 4th Ave,"Brooklyn, NY, 11209","8,800 ","Brooklyn, ",11209, 0 ,1920,"6900 4th Ave Brooklyn, NY, 11209",40.634523,-74.02367,79.89885998246127,6850.257245398881
589 5th Avenue,"New York, NY, 10017"," 64,044 ","New York, ",10017, 0 ,1954,"589 5th Avenue New York, NY, 10017",40.7570377,-73.9777794,133.82326820603907,283.2489873919384
1400 Broadway,"New York, NY, 10018"," 10,473 ","New York, ",10018, 0 ,1930,"1400 Broadway New York, NY, 10018",40.7529581,-73.98675531099062,123.03506097560975,328.8179524134215
325 Columbus Ave,"New York, NY, 10023"," 11,251 ","New York, ",10023, 0 ,1898,"325 Columbus Ave New York, NY, 10023",40.7793896,-73.9770726,139.6698766175143,673.5591650269573
11 E 36th St,"New York, NY, 10016","5,500 ","New York, ",10016, 0 ,1912,"11 E 36th St New York, NY, 10016",40.7494367,-73.9826415,121.98438008460788,241.93315264259647
2505 Broadway,"New York, NY, 10025"," 4,971 ","New York, ",10025, 0 ,2022,"2505 Broadway New York, NY, 10025",40.7941564375,-73.9722760625,104.62573374031463,2294.3005818609336
266 W 135th St,"New York, NY, 10030","10,000 ","New York, ",10030, 0 ,1930,"266 W 135th St New York, NY, 10030",40.8160772,-73.9459458,51.22160883280757,4995.889027868648
359 2nd Ave,"New York, NY, 10010"," 5,950 ","New York, ",10010, 0 ,2022,"359 2nd Ave New York, NY, 10010",40.736483050000004,-73.98228846634939,130.9073262366938,1545.195391933787
21 W 35th St,"New York, NY, 10001"," 6,000 ","New York, ",10001, 0 ,1925,"21 W 35th St New York, NY, 10001",40.7498053,-73.98513159843557,115.71375233354075,47.20971455931435
158 W 27th St,"New York, NY, 10001"," 18,887 ","New York, ",10001, 0 ,1913,"158 W 27th St New York, NY, 10001",40.74618015,-73.99332614685423,115.71375233354075,810.3701318889662
900 60th St,"Brooklyn, NY, 11219"," 10,000 ","Brooklyn, ",11219, 0 ,1964,"900 60th St Brooklyn, NY, 11219",40.6339138,-74.00721,47.51542491268918,6239.9518674773735
683 Barbey St,"Brooklyn, NY, 11207","10,914 ","Brooklyn, ",11207, 0 ,2009,"683 Barbey St Brooklyn, NY, 11207",40.66562814285714,-73.88558485714286,44.80173423951254,7771.071684943171
1550 Flatbush Ave,"Brooklyn, NY, 11210"," 12,500 ","Brooklyn, ",11210, 0 ,1948,"1550 Flatbush Ave Brooklyn, NY, 11210",40.63299705,-73.94829109903728,65.26455210874869,6365.302635326604
149 CHURCH St,"New York, NY, 10007"," 7,078 ","New York, ",10007, 0 ,2020,"149 CHURCH St New York, NY, 10007",40.7145782,-74.0080127,163.36020151133502,442.2778260914369
220 E 23rd St,"New York, NY, 10010"," 5,523 ","New York, ",10010, 0 ,1931,"220 E 23rd St New York, NY, 10010",40.7382609,-73.9821989,130.9073262366938,1352.3518899167611
825 3rd Ave,"New York, NY, 10022"," 8,149 ","New York, ",10022, 0 ,1969,"825 3rd Ave New York, NY, 10022",40.7558726,-73.9704163,142.5141065830721,620.8503817559294
220 36th St,"Brooklyn, NY, 11232"," 125,329 ","Brooklyn, ",11232, 0 ,1906,"220 36th St Brooklyn, NY, 11232",40.6566266,-74.0084324,56.09546925566343,4106.92766229433
510 W 181st St,"New York, NY, 10033"," 30,000 ","New York, ",10033, 0 ,1922,"510 W 181st St New York, NY, 10033",40.8483567,-73.9317784,55.527279968140185,8774.477578023698
209 Havemeyer St,"Brooklyn, NY, 11211"," 45,682 ","Brooklyn, ",11211, 0 ,2020,"209 Havemeyer St Brooklyn, NY, 11211",40.70964755,-73.95849290415352,88.97674418604652,674.2045986139182
572 11th Ave,"New York, NY, 10036"," 10,570 ","New York, ",10036, 0 ,2018,"572 11th Ave New York, NY, 10036",40.7617175,-73.9974331,104.8456755228943,1637.185811261244
130 William St,"New York, NY, 10038"," 17,615 ","New York, ",10038, 0 ,2020,"130 William St New York, NY, 10038",40.709094300000004,-74.00626756944155,106.70618120237087,514.0236703262485
911 Erskine St,"Brooklyn, NY, 11239"," 7,000 ","Brooklyn, ",11239, 0 ,2020,"911 Erskine St Brooklyn, NY, 11239",40.6535484,-73.8669567,48.286764705882355,9003.926934072919
1586 Pitkin Ave,"Brooklyn, NY, 11212","5,000 ","Brooklyn, ",11212, 0 ,1950,"1586 Pitkin Ave Brooklyn, NY, 11212",40.66900023076923,-73.91478615384615,41.45540032240731,5671.073184320093
155 W 66th St,"New York, NY, 10023"," 4,366 ","New York, ",10023, 0 ,1963,"155 W 66th St New York, NY, 10023",40.774525999999994,-73.98313909314717,139.6698766175143,71.93727330392738
54 Crosby St,"New York, NY, 10012"," 8,000 ","New York, ",10012, 0 ,1900,"54 Crosby St New York, NY, 10012",40.7221554,-73.99868638912059,124.96935201401051,322.63919204700125
1535 Second Ave,"New York, NY, 10075","10,867 ","New York, ",10075, 0 ,1957,"1535 Second Ave New York, NY, 10075",42.726778726761786,-73.70233763127999,136.81379821958458,207143.74287266083
229 W 28th St,"New York, NY, 10001"," 76,716 ","New York, ",10001, 0 ,1917,"229 W 28th St New York, NY, 10001",40.7480514,-73.9947655069492,115.71375233354075,832.6040570228246
150 W 22nd St,"New York, NY, 10011","13,800 ","New York, ",10011, 0 ,1910,"150 W 22nd St New York, NY, 10011",40.742881100000005,-73.9953892604707,136.63649222065064,870.9532324862955
2319 3rd Ave,"New York, NY, 10035"," 9,342 ","New York, ",10035, 0 ,2022,"2319 3rd Ave New York, NY, 10035",40.804083,-73.93541246153846,54.232118758434545,4203.482125036907
160 Front St,"Brooklyn, NY, 11201"," 25,033 ","Brooklyn, ",11201, 0 ,2022,"160 Front St Brooklyn, NY, 11201",40.702414265306125,-73.98880025510203,133.02087503574492,2071.124264383119
131 Eighth Ave,"New York, NY, 10011"," 16,015 ","New York, ",10011, 0 ,2008,"131 Eighth Ave New York, NY, 10011",42.7090057,-73.71443000000001,136.63649222065064,205123.40660777956
148 E 40th St,"New York, NY, 10016","4,200 ","New York, ",10016, 0 ,1920,"148 E 40th St New York, NY, 10016",40.749554450000005,-73.97622453362516,121.98438008460788,559.6317538738148
150 Columbus Ave,"New York, NY, 10023"," 35,525 ","New York, ",10023, 0 ,1995,"150 Columbus Ave New York, NY, 10023",40.7738132,-73.9816316,139.6698766175143,164.3849157860076
755 Broadway,"New York, NY, 10003"," 39,511 ","New York, ",10003, 0 ,1965,"755 Broadway New York, NY, 10003",40.70066065,-73.94131112226533,128.99104143337067,2286.557952673334
527 W 27th St,"New York, NY, 10001"," 9,329 ","New York, ",10001, 0 ,2020,"527 W 27th St New York, NY, 10001",40.7508538,-74.0036078,115.71375233354075,1084.892510109664
19 W 55th St,"New York, NY, 10019"," 55,500 ","New York, ",10019, 0 ,1900,"19 W 55th St New York, NY, 10019",40.7622952,-73.97592252965097,119.98522167487685,877.0903461344917
200 Park Ave S,"New York, NY, 10003"," 16,600 ","New York, ",10003, 0 ,1903,"200 Park Ave S New York, NY, 10003",40.7369146,-73.98920876549667,128.99104143337067,1452.1104735795332
1 Union Sq W,"New York, NY, 10003"," 22,152 ","New York, ",10003, 0 ,1890,"1 Union Sq W New York, NY, 10003",40.7366941,-73.9900361,128.99104143337067,1394.8207137892016
446 Coney Island Ave,"Brooklyn, NY, 11218","12,000 ","Brooklyn, ",11218, 0 ,1931,"446 Coney Island Ave Brooklyn, NY, 11218",40.64679895,-73.97134259819359,70.50332929782083,4346.723748658458
435 Seventh Ave,"New York, NY, 10001"," 42,595 ","New York, ",10001, 0 ,2002,"435 Seventh Ave New York, NY, 10001",42.712378,-73.71175586583925,115.71375233354075,205507.9200070036
77 Greenwich St,"New York, NY, 10006"," 5,983 ","New York, ",10006, 0 ,2021,"77 Greenwich St New York, NY, 10006",40.70739505,-74.01355077977927,143.26271186440678,495.7935281305939
192 Kings Hwy,"Brooklyn, NY, 11223"," 10,300 ","Brooklyn, ",11223, 0 ,1931,"192 Kings Hwy Brooklyn, NY, 11223",40.60585058,-73.98523486,59.43048526347127,8874.570438205403
1263 Broadway,"New York, NY, 10001"," 4,000 ","New York, ",10001, 0 ,1910,"1263 Broadway New York, NY, 10001",40.747936,-73.9883877,115.71375233354075,361.26354681002056
199 Seventh Ave,"New York, NY, 10011"," 10,800 ","New York, ",10011, 0 ,1900,"199 Seventh Ave New York, NY, 10011",42.709032,-73.713248,136.63649222065064,205130.8565168218
122 W 3rd St ,"New York, NY, 10012"," 48,500 ","New York, ",10012, 0 ,1890,"122 W 3rd St  New York, NY, 10012",40.7304709,-74.0007447,124.96935201401051,618.0076240349671
522 Atlantic Ave,"Brooklyn, NY, 11217"," 4,201 ","Brooklyn, ",11217, 0 ,2016,"522 Atlantic Ave Brooklyn, NY, 11217",40.685194,-73.980607,114.30954676952749,205.94884224470246
60 Bay St,"Staten Island, NY, 10301"," 20,627 ","Staten Island, ",10301, 0 ,1969,"60 Bay St Staten Island, NY, 10301",40.6404888,-74.075896,71.53340575774035,9591.381359773417
1540 Broadway,"New York, NY, 10036"," 131,313 ","New York, ",10036, 0 ,1990,"1540 Broadway New York, NY, 10036",40.75803195,-73.98483199122256,104.8456755228943,730.3790675892735
1001 6th Ave,"New York, NY, 10018","5,312 ","New York, ",10018, 0 ,1926,"1001 6th Ave New York, NY, 10018",40.751959,-73.9864256,123.03506097560975,215.9271997426379
360 Myrtle Ave,"Brooklyn, NY, 11205"," 4,000 ","Brooklyn, ",11205, 0 ,1905,"360 Myrtle Ave Brooklyn, NY, 11205",40.6930882,-73.9720057,78.3301282051282,984.87279881416
441 Ninth Ave,"New York, NY, 10001"," 13,429 ","New York, ",10001, 0 ,2019,"441 Ninth Ave New York, NY, 10001",42.712429,-73.71360351020408,115.71375233354075,205506.43717098652
500 Eighth Ave,"New York, NY, 10018"," 89,558 ","New York, ",10018, 0 ,1922,"500 Eighth Ave New York, NY, 10018",42.712825,-73.712203,123.03506097560975,205555.7813027135
242 W 53rd St,"New York, NY, 10019"," 10,300 ","New York, ",10019, 0 ,2018,"242 W 53rd St New York, NY, 10019",40.76351445,-73.98390711845306,119.98522167487685,1136.8833077220127
25 Central Park W,"New York, NY, 10023"," 5,250 ","New York, ",10023, 0 ,1931,"25 Central Park W New York, NY, 10023",40.7704241,-73.98123314817387,139.6698766175143,529.5449923666199
225 E 134th St,"Bronx, NY, 10451"," 11,000 ","Bronx, ",10451, 0 ,1960,"225 E 134th St Bronx, NY, 10451",40.8092982,-73.9305335,42.51348088531187,4914.036056232771
601 Madison Ave,"New York, NY, 10022"," 23,529 ","New York, ",10022, 0 ,1930,"601 Madison Ave New York, NY, 10022",40.762519850000004,-73.97181703733835,142.5141065830721,1013.9461944257109
105 Wooster St,"New York, NY, 10012"," 8,750 ","New York, ",10012, 0 ,1892,"105 Wooster St New York, NY, 10012",40.7248411,-74.0006739,124.96935201401051,130.34085339535739
2375 Richmond Ave,"Staten Island, NY, 10314"," 16,950 ","Staten Island, ",10314, 0 ,1976,"2375 Richmond Ave Staten Island, NY, 10314",40.59051,-74.1650734,78.61298701298702,18696.645288311323
38 W 34th St,"New York, NY, 10001"," 5,750 ","New York, ",10001, 0 ,1930,"38 W 34th St New York, NY, 10001",40.7492164,-73.9868101,115.71375233354075,166.8556816114543
985 Richmond Ave,"Staten Island, NY, 10314","7,200 ","Staten Island, ",10314, 0 ,1992,"985 Richmond Ave Staten Island, NY, 10314",40.6232018,-74.1485547,78.61298701298702,15189.558099161985
731 Lexington Ave,"New York, NY, 10022"," 109,115 ","New York, ",10022, 0 ,2004,"731 Lexington Ave New York, NY, 10022",40.7618743,-73.9682563,142.5141065830721,1134.2429082714286
257 Gold St,"Brooklyn, NY, 11201","4,500 ","Brooklyn, ",11201, 0 ,2010,"257 Gold St Brooklyn, NY, 11201",40.6971741,-73.9829688,133.02087503574492,1347.4670262793454
230 W 126th St,"New York, NY, 10027"," 21,700 ","New York, ",10027, 0 ,2021,"230 W 126th St New York, NY, 10027",40.80979293939394,-73.94842142424243,66.99653045489592,4267.765916419707
1106 Pacific St,"Brooklyn, NY, 11238"," 20,500 ","Brooklyn, ",11238, 0 ,1935,"1106 Pacific St Brooklyn, NY, 11238",40.678193885714286,-73.95488957142857,100.10738255033557,2136.986304805563
910 Grand St,"Brooklyn, NY, 11211"," 19,800 ","Brooklyn, ",11211, 0 ,1950,"910 Grand St Brooklyn, NY, 11211",40.71236585,-73.93766723947627,88.97674418604652,1913.0569018889116
50 Avenue A,"New York, NY, 10009"," 4,400 ","New York, ",10009, 0 ,1920,"50 Avenue A New York, NY, 10009",40.7555913,-73.9621887,83.04491017964072,1302.1722912024036
410 Broadway,"New York, NY, 10013"," 79,300 ","New York, ",10013, 0 ,1915,"410 Broadway New York, NY, 10013",40.70672355,-73.95376792533114,122.22905027932961,1115.9133746891584
423 Knickerbocker Ave,"Brooklyn, NY, 11237"," 5,000 ","Brooklyn, ",11237, 0 ,1931,"423 Knickerbocker Ave Brooklyn, NY, 11237",40.6996342,-73.919566,51.53839590443686,3843.154529170318
45 Main St,"Brooklyn, NY, 11201"," 37,918 ","Brooklyn, ",11201, 0 ,1906,"45 Main St Brooklyn, NY, 11201",40.70443405,-73.9923845,133.02087503574492,1792.4470991947637
477 Broadway,"New York, NY, 10013"," 32,250 ","New York, ",10013, 0 ,1900,"477 Broadway New York, NY, 10013",40.7214685,-74.0003133,122.22905027932961,408.43333586068644
1154 Clarkson Ave,"Brooklyn, NY, 11212","10,900 ","Brooklyn, ",11212, 0 ,1951,"1154 Clarkson Ave Brooklyn, NY, 11212",40.6607211,-73.920297092149,41.45540032240731,5622.788459061734
2294 Adam Clayton Powell Jr Blvd,"New York, NY, 10030","5,100 ","New York, ",10030,60.00 ,1924,"2294 Adam Clayton Powell Jr Blvd New York, NY, 10030",40.8152634,-73.9441078,51.22160883280757,4961.786817631473
35 4th Ave,"Brooklyn, NY, 11217"," 26,500 ","Brooklyn, ",11217,91.00 ,2023,"35 4th Ave Brooklyn, NY, 11217",40.6834016875,-73.9791020625,114.30954676952749,253.95002471824446
364 Bay St,"Staten Island, NY, 10301"," 9,000 ","Staten Island, ",10301,35.00 ,2014,"364 Bay St Staten Island, NY, 10301",40.633579,-74.07613968439034,71.53340575774035,10095.480379203129
332 Broadway,"Staten Island, NY, 10310"," 7,796 ","Staten Island, ",10310,26.01 ,1931,"332 Broadway Staten Island, NY, 10310",40.633076700000004,-74.1171836422468,71.73327688399661,12486.549368691858
216 Utica Ave,"Brooklyn, NY, 11213"," 6,000 ","Brooklyn, ",11213,40.00 ,1920,"216 Utica Ave Brooklyn, NY, 11213",40.6712914,-73.9310251,52.270289097875306,4294.817777125678
1219 Quentin Rd,"Brooklyn, NY, 11229"," 4,000 ","Brooklyn, ",11229,4.00 ,1928,"1219 Quentin Rd Brooklyn, NY, 11229",40.60823215,-73.96042765456899,67.06064618644068,8721.210666353927
54 Noll St,"Brooklyn, NY, 11206"," 35,040 ","Brooklyn, ",11206,40.00 ,2019,"54 Noll St Brooklyn, NY, 11206",40.7003395,-73.93422555111707,54.42232237539767,2754.5849516752232
755 Amsterdam Ave,"New York, NY, 10025"," 7,000 ","New York, ",10025,115.00 ,1930,"755 Amsterdam Ave New York, NY, 10025",40.79439265,-73.96967599083226,104.62573374031463,2376.7971409876754
1029 Third Ave,"New York, NY, 10065","14,360 ","New York, ",10065,85.00 ,1985,"1029 Third Ave New York, NY, 10065",42.80059385714286,-73.94890328571428,137.905672823219,215317.1978984687
2714 Broadway,"New York, NY, 10025"," 5,250 ","New York, ",10025,39.00 ,1930,"2714 Broadway New York, NY, 10025",40.79954166666667,-73.96821733333333,104.62573374031463,2924.9378571371503
